tissue_sample_id,communication_celltype,n_cells,dataset,donor,donor_ID,status,n_total_cells,n_tissue_samples_same_donor_status,fraction,meets_min_cells,coverage_status
"JCI2024::3::Stricture","B_cell::MZ",3,"JCI2024","3","JCI2024::3","Stricture",9655,1,0.000310719834282755,FALSE,"low_cell_count"
"JCI2024::3::Stricture","B_cell::Naïve B",24,"JCI2024","3","JCI2024::3","Stricture",9655,1,0.00248575867426204,TRUE,"adequate_cell_count"
"JCI2024::3::Stricture","Endothelial",871,"JCI2024","3","JCI2024::3","Stricture",9655,1,0.0902123252200932,TRUE,"adequate_cell_count"
"JCI2024::3::Stricture","Epithelial",70,"JCI2024","3","JCI2024::3","Stricture",9655,1,0.00725012946659762,TRUE,"adequate_cell_count"
"JCI2024::3::Stricture","Mast",594,"JCI2024","3","JCI2024::3","Stricture",9655,1,0.0615225271879855,TRUE,"adequate_cell_count"
"JCI2024::3::Stricture","Mesenchymal_stromal",2069,"JCI2024","3","JCI2024::3","Stricture",9655,1,0.214293112377007,TRUE,"adequate_cell_count"
"JCI2024::3::Stricture","Myeloid",603,"JCI2024","3","JCI2024::3","Stricture",9655,1,0.0624546866908338,TRUE,"adequate_cell_count"
"JCI2024::3::Stricture","Plasma::Activated plasma",257,"JCI2024","3","JCI2024::3","Stricture",9655,1,0.0266183324702227,TRUE,"adequate_cell_count"
"JCI2024::3::Stricture","Plasma::IgA plasma",316,"JCI2024","3","JCI2024::3","Stricture",9655,1,0.0327291558777835,TRUE,"adequate_cell_count"
"JCI2024::3::Stricture","Plasma::IgG plasma",160,"JCI2024","3","JCI2024::3","Stricture",9655,1,0.0165717244950803,TRUE,"adequate_cell_count"
"JCI2024::3::Stricture","Plasma::Transitional B",1,"JCI2024","3","JCI2024::3","Stricture",9655,1,0.000103573278094252,FALSE,"low_cell_count"
"JCI2024::3::Stricture","T_NK",4390,"JCI2024","3","JCI2024::3","Stricture",9655,1,0.454686690833765,TRUE,"adequate_cell_count"
"JCI2024::4::Non-stricture","B_cell::ActB3",2,"JCI2024","4","JCI2024::4","Non-stricture",4713,1,0.000424358158285593,FALSE,"low_cell_count"
"JCI2024::4::Non-stricture","B_cell::CSM",154,"JCI2024","4","JCI2024::4","Non-stricture",4713,1,0.0326755781879907,TRUE,"adequate_cell_count"
"JCI2024::4::Non-stricture","B_cell::Centroblast B",2,"JCI2024","4","JCI2024::4","Non-stricture",4713,1,0.000424358158285593,FALSE,"low_cell_count"
"JCI2024::4::Non-stricture","B_cell::Centrocyte B",4,"JCI2024","4","JCI2024::4","Non-stricture",4713,1,0.000848716316571186,FALSE,"low_cell_count"
"JCI2024::4::Non-stricture","B_cell::DN2",31,"JCI2024","4","JCI2024::4","Non-stricture",4713,1,0.00657755145342669,TRUE,"adequate_cell_count"
"JCI2024::4::Non-stricture","B_cell::IgM-only",4,"JCI2024","4","JCI2024::4","Non-stricture",4713,1,0.000848716316571186,FALSE,"low_cell_count"
"JCI2024::4::Non-stricture","B_cell::MZ",5,"JCI2024","4","JCI2024::4","Non-stricture",4713,1,0.00106089539571398,FALSE,"low_cell_count"
"JCI2024::4::Non-stricture","B_cell::Naïve B",68,"JCI2024","4","JCI2024::4","Non-stricture",4713,1,0.0144281773817102,TRUE,"adequate_cell_count"
"JCI2024::4::Non-stricture","Endothelial",201,"JCI2024","4","JCI2024::4","Non-stricture",4713,1,0.0426479949077021,TRUE,"adequate_cell_count"
"JCI2024::4::Non-stricture","Epithelial",38,"JCI2024","4","JCI2024::4","Non-stricture",4713,1,0.00806280500742627,TRUE,"adequate_cell_count"
"JCI2024::4::Non-stricture","Mast",373,"JCI2024","4","JCI2024::4","Non-stricture",4713,1,0.0791427965202631,TRUE,"adequate_cell_count"
"JCI2024::4::Non-stricture","Mesenchymal_stromal",916,"JCI2024","4","JCI2024::4","Non-stricture",4713,1,0.194356036494802,TRUE,"adequate_cell_count"
"JCI2024::4::Non-stricture","Myeloid",186,"JCI2024","4","JCI2024::4","Non-stricture",4713,1,0.0394653087205602,TRUE,"adequate_cell_count"
"JCI2024::4::Non-stricture","Plasma::Activated plasma",52,"JCI2024","4","JCI2024::4","Non-stricture",4713,1,0.0110333121154254,TRUE,"adequate_cell_count"
"JCI2024::4::Non-stricture","Plasma::IgA plasma",176,"JCI2024","4","JCI2024::4","Non-stricture",4713,1,0.0373435179291322,TRUE,"adequate_cell_count"
"JCI2024::4::Non-stricture","Plasma::IgG plasma",3,"JCI2024","4","JCI2024::4","Non-stricture",4713,1,0.00063653723742839,FALSE,"low_cell_count"
"JCI2024::4::Non-stricture","Plasma::Transitional B",2,"JCI2024","4","JCI2024::4","Non-stricture",4713,1,0.000424358158285593,FALSE,"low_cell_count"
"JCI2024::4::Non-stricture","T_NK",2496,"JCI2024","4","JCI2024::4","Non-stricture",4713,1,0.52959898154042,TRUE,"adequate_cell_count"
"JCI2024::4::Stricture","B_cell::ActB3",13,"JCI2024","4","JCI2024::4","Stricture",6898,1,0.00188460423311105,FALSE,"low_cell_count"
"JCI2024::4::Stricture","B_cell::CSM",250,"JCI2024","4","JCI2024::4","Stricture",6898,1,0.0362423890982894,TRUE,"adequate_cell_count"
"JCI2024::4::Stricture","B_cell::Centroblast B",1,"JCI2024","4","JCI2024::4","Stricture",6898,1,0.000144969556393157,FALSE,"low_cell_count"
"JCI2024::4::Stricture","B_cell::Centrocyte B",0,"JCI2024","4","JCI2024::4","Stricture",6898,1,0,FALSE,"absent_zero_cells"
"JCI2024::4::Stricture","B_cell::DN2",19,"JCI2024","4","JCI2024::4","Stricture",6898,1,0.00275442157146999,FALSE,"low_cell_count"
"JCI2024::4::Stricture","B_cell::IgM-only",38,"JCI2024","4","JCI2024::4","Stricture",6898,1,0.00550884314293998,TRUE,"adequate_cell_count"
"JCI2024::4::Stricture","B_cell::MZ",11,"JCI2024","4","JCI2024::4","Stricture",6898,1,0.00159466512032473,FALSE,"low_cell_count"
"JCI2024::4::Stricture","B_cell::Naïve B",62,"JCI2024","4","JCI2024::4","Stricture",6898,1,0.00898811249637576,TRUE,"adequate_cell_count"
"JCI2024::4::Stricture","Endothelial",875,"JCI2024","4","JCI2024::4","Stricture",6898,1,0.126848361844013,TRUE,"adequate_cell_count"
"JCI2024::4::Stricture","Epithelial",23,"JCI2024","4","JCI2024::4","Stricture",6898,1,0.00333429979704262,TRUE,"adequate_cell_count"
"JCI2024::4::Stricture","Mast",346,"JCI2024","4","JCI2024::4","Stricture",6898,1,0.0501594665120325,TRUE,"adequate_cell_count"
"JCI2024::4::Stricture","Mesenchymal_stromal",2380,"JCI2024","4","JCI2024::4","Stricture",6898,1,0.345027544215715,TRUE,"adequate_cell_count"
"JCI2024::4::Stricture","Myeloid",368,"JCI2024","4","JCI2024::4","Stricture",6898,1,0.0533487967526819,TRUE,"adequate_cell_count"
"JCI2024::4::Stricture","Plasma::Activated plasma",21,"JCI2024","4","JCI2024::4","Stricture",6898,1,0.00304436068425631,TRUE,"adequate_cell_count"
"JCI2024::4::Stricture","Plasma::IgA plasma",30,"JCI2024","4","JCI2024::4","Stricture",6898,1,0.00434908669179472,TRUE,"adequate_cell_count"
"JCI2024::4::Stricture","Plasma::IgG plasma",11,"JCI2024","4","JCI2024::4","Stricture",6898,1,0.00159466512032473,FALSE,"low_cell_count"
"JCI2024::4::Stricture","Plasma::Transitional B",4,"JCI2024","4","JCI2024::4","Stricture",6898,1,0.00057987822557263,FALSE,"low_cell_count"
"JCI2024::4::Stricture","T_NK",2446,"JCI2024","4","JCI2024::4","Stricture",6898,1,0.354595534937663,TRUE,"adequate_cell_count"
"JCI2024::5::Non-stricture","B_cell::ActB3",2,"JCI2024","5","JCI2024::5","Non-stricture",8065,1,0.000247985120892746,FALSE,"low_cell_count"
"JCI2024::5::Non-stricture","B_cell::CSM",369,"JCI2024","5","JCI2024::5","Non-stricture",8065,1,0.0457532548047117,TRUE,"adequate_cell_count"
"JCI2024::5::Non-stricture","B_cell::Centroblast B",1,"JCI2024","5","JCI2024::5","Non-stricture",8065,1,0.000123992560446373,FALSE,"low_cell_count"
"JCI2024::5::Non-stricture","B_cell::Centrocyte B",0,"JCI2024","5","JCI2024::5","Non-stricture",8065,1,0,FALSE,"absent_zero_cells"
"JCI2024::5::Non-stricture","B_cell::DN2",21,"JCI2024","5","JCI2024::5","Non-stricture",8065,1,0.00260384376937384,TRUE,"adequate_cell_count"
"JCI2024::5::Non-stricture","B_cell::IgM-only",1,"JCI2024","5","JCI2024::5","Non-stricture",8065,1,0.000123992560446373,FALSE,"low_cell_count"
"JCI2024::5::Non-stricture","B_cell::MZ",5,"JCI2024","5","JCI2024::5","Non-stricture",8065,1,0.000619962802231866,FALSE,"low_cell_count"
"JCI2024::5::Non-stricture","B_cell::Naïve B",7,"JCI2024","5","JCI2024::5","Non-stricture",8065,1,0.000867947923124613,FALSE,"low_cell_count"
"JCI2024::5::Non-stricture","Endothelial",563,"JCI2024","5","JCI2024::5","Non-stricture",8065,1,0.0698078115313081,TRUE,"adequate_cell_count"
"JCI2024::5::Non-stricture","Epithelial",78,"JCI2024","5","JCI2024::5","Non-stricture",8065,1,0.00967141971481711,TRUE,"adequate_cell_count"
"JCI2024::5::Non-stricture","Mast",679,"JCI2024","5","JCI2024::5","Non-stricture",8065,1,0.0841909485430874,TRUE,"adequate_cell_count"
"JCI2024::5::Non-stricture","Mesenchymal_stromal",1506,"JCI2024","5","JCI2024::5","Non-stricture",8065,1,0.186732796032238,TRUE,"adequate_cell_count"
"JCI2024::5::Non-stricture","Myeloid",234,"JCI2024","5","JCI2024::5","Non-stricture",8065,1,0.0290142591444513,TRUE,"adequate_cell_count"
"JCI2024::5::Non-stricture","Plasma::Activated plasma",92,"JCI2024","5","JCI2024::5","Non-stricture",8065,1,0.0114073155610663,TRUE,"adequate_cell_count"
"JCI2024::5::Non-stricture","Plasma::IgA plasma",222,"JCI2024","5","JCI2024::5","Non-stricture",8065,1,0.0275263484190949,TRUE,"adequate_cell_count"
"JCI2024::5::Non-stricture","Plasma::IgG plasma",15,"JCI2024","5","JCI2024::5","Non-stricture",8065,1,0.0018598884066956,FALSE,"low_cell_count"
"JCI2024::5::Non-stricture","Plasma::Transitional B",5,"JCI2024","5","JCI2024::5","Non-stricture",8065,1,0.000619962802231866,FALSE,"low_cell_count"
"JCI2024::5::Non-stricture","T_NK",4265,"JCI2024","5","JCI2024::5","Non-stricture",8065,1,0.528828270303782,TRUE,"adequate_cell_count"
"JCI2024::5::Stricture","B_cell::ActB3",25,"JCI2024","5","JCI2024::5","Stricture",10300,1,0.00242718446601942,TRUE,"adequate_cell_count"
"JCI2024::5::Stricture","B_cell::CSM",679,"JCI2024","5","JCI2024::5","Stricture",10300,1,0.0659223300970874,TRUE,"adequate_cell_count"
"JCI2024::5::Stricture","B_cell::Centroblast B",7,"JCI2024","5","JCI2024::5","Stricture",10300,1,0.000679611650485437,FALSE,"low_cell_count"
"JCI2024::5::Stricture","B_cell::Centrocyte B",9,"JCI2024","5","JCI2024::5","Stricture",10300,1,0.00087378640776699,FALSE,"low_cell_count"
"JCI2024::5::Stricture","B_cell::DN2",25,"JCI2024","5","JCI2024::5","Stricture",10300,1,0.00242718446601942,TRUE,"adequate_cell_count"
"JCI2024::5::Stricture","B_cell::IgM-only",26,"JCI2024","5","JCI2024::5","Stricture",10300,1,0.00252427184466019,TRUE,"adequate_cell_count"
"JCI2024::5::Stricture","B_cell::MZ",6,"JCI2024","5","JCI2024::5","Stricture",10300,1,0.00058252427184466,FALSE,"low_cell_count"
"JCI2024::5::Stricture","B_cell::Naïve B",51,"JCI2024","5","JCI2024::5","Stricture",10300,1,0.00495145631067961,TRUE,"adequate_cell_count"
"JCI2024::5::Stricture","Endothelial",964,"JCI2024","5","JCI2024::5","Stricture",10300,1,0.0935922330097087,TRUE,"adequate_cell_count"
"JCI2024::5::Stricture","Epithelial",146,"JCI2024","5","JCI2024::5","Stricture",10300,1,0.0141747572815534,TRUE,"adequate_cell_count"
"JCI2024::5::Stricture","Mast",929,"JCI2024","5","JCI2024::5","Stricture",10300,1,0.0901941747572816,TRUE,"adequate_cell_count"
"JCI2024::5::Stricture","Mesenchymal_stromal",2099,"JCI2024","5","JCI2024::5","Stricture",10300,1,0.20378640776699,TRUE,"adequate_cell_count"
"JCI2024::5::Stricture","Myeloid",1319,"JCI2024","5","JCI2024::5","Stricture",10300,1,0.128058252427184,TRUE,"adequate_cell_count"
"JCI2024::5::Stricture","Plasma::Activated plasma",73,"JCI2024","5","JCI2024::5","Stricture",10300,1,0.0070873786407767,TRUE,"adequate_cell_count"
"JCI2024::5::Stricture","Plasma::IgA plasma",229,"JCI2024","5","JCI2024::5","Stricture",10300,1,0.0222330097087379,TRUE,"adequate_cell_count"
"JCI2024::5::Stricture","Plasma::IgG plasma",169,"JCI2024","5","JCI2024::5","Stricture",10300,1,0.0164077669902913,TRUE,"adequate_cell_count"
"JCI2024::5::Stricture","Plasma::Transitional B",4,"JCI2024","5","JCI2024::5","Stricture",10300,1,0.000388349514563107,FALSE,"low_cell_count"
"JCI2024::5::Stricture","T_NK",3540,"JCI2024","5","JCI2024::5","Stricture",10300,1,0.34368932038835,TRUE,"adequate_cell_count"
"JCI2024::6::Non-stricture","B_cell::ActB3",1,"JCI2024","6","JCI2024::6","Non-stricture",8840,1,0.000113122171945701,FALSE,"low_cell_count"
"JCI2024::6::Non-stricture","B_cell::CSM",16,"JCI2024","6","JCI2024::6","Non-stricture",8840,1,0.00180995475113122,FALSE,"low_cell_count"
"JCI2024::6::Non-stricture","B_cell::Centroblast B",2,"JCI2024","6","JCI2024::6","Non-stricture",8840,1,0.000226244343891403,FALSE,"low_cell_count"
"JCI2024::6::Non-stricture","B_cell::Centrocyte B",0,"JCI2024","6","JCI2024::6","Non-stricture",8840,1,0,FALSE,"absent_zero_cells"
"JCI2024::6::Non-stricture","B_cell::DN2",4,"JCI2024","6","JCI2024::6","Non-stricture",8840,1,0.000452488687782805,FALSE,"low_cell_count"
"JCI2024::6::Non-stricture","B_cell::IgM-only",2,"JCI2024","6","JCI2024::6","Non-stricture",8840,1,0.000226244343891403,FALSE,"low_cell_count"
"JCI2024::6::Non-stricture","B_cell::MZ",0,"JCI2024","6","JCI2024::6","Non-stricture",8840,1,0,FALSE,"absent_zero_cells"
"JCI2024::6::Non-stricture","B_cell::Naïve B",0,"JCI2024","6","JCI2024::6","Non-stricture",8840,1,0,FALSE,"absent_zero_cells"
"JCI2024::6::Non-stricture","Endothelial",2171,"JCI2024","6","JCI2024::6","Non-stricture",8840,1,0.245588235294118,TRUE,"adequate_cell_count"
"JCI2024::6::Non-stricture","Epithelial",46,"JCI2024","6","JCI2024::6","Non-stricture",8840,1,0.00520361990950226,TRUE,"adequate_cell_count"
"JCI2024::6::Non-stricture","Mast",1846,"JCI2024","6","JCI2024::6","Non-stricture",8840,1,0.208823529411765,TRUE,"adequate_cell_count"
"JCI2024::6::Non-stricture","Mesenchymal_stromal",1371,"JCI2024","6","JCI2024::6","Non-stricture",8840,1,0.155090497737557,TRUE,"adequate_cell_count"
"JCI2024::6::Non-stricture","Myeloid",512,"JCI2024","6","JCI2024::6","Non-stricture",8840,1,0.0579185520361991,TRUE,"adequate_cell_count"
"JCI2024::6::Non-stricture","Plasma::Activated plasma",22,"JCI2024","6","JCI2024::6","Non-stricture",8840,1,0.00248868778280543,TRUE,"adequate_cell_count"
"JCI2024::6::Non-stricture","Plasma::IgA plasma",61,"JCI2024","6","JCI2024::6","Non-stricture",8840,1,0.00690045248868778,TRUE,"adequate_cell_count"
"JCI2024::6::Non-stricture","Plasma::IgG plasma",3,"JCI2024","6","JCI2024::6","Non-stricture",8840,1,0.000339366515837104,FALSE,"low_cell_count"
"JCI2024::6::Non-stricture","Plasma::Transitional B",0,"JCI2024","6","JCI2024::6","Non-stricture",8840,1,0,FALSE,"absent_zero_cells"
"JCI2024::6::Non-stricture","T_NK",2783,"JCI2024","6","JCI2024::6","Non-stricture",8840,1,0.314819004524887,TRUE,"adequate_cell_count"
"JCI2024::6::Stricture","B_cell::ActB3",10,"JCI2024","6","JCI2024::6","Stricture",17445,1,0.00057323015190599,FALSE,"low_cell_count"
"JCI2024::6::Stricture","B_cell::CSM",173,"JCI2024","6","JCI2024::6","Stricture",17445,1,0.00991688162797363,TRUE,"adequate_cell_count"
"JCI2024::6::Stricture","B_cell::Centroblast B",13,"JCI2024","6","JCI2024::6","Stricture",17445,1,0.000745199197477787,FALSE,"low_cell_count"
"JCI2024::6::Stricture","B_cell::Centrocyte B",0,"JCI2024","6","JCI2024::6","Stricture",17445,1,0,FALSE,"absent_zero_cells"
"JCI2024::6::Stricture","B_cell::DN2",24,"JCI2024","6","JCI2024::6","Stricture",17445,1,0.00137575236457438,TRUE,"adequate_cell_count"
"JCI2024::6::Stricture","B_cell::IgM-only",8,"JCI2024","6","JCI2024::6","Stricture",17445,1,0.000458584121524792,FALSE,"low_cell_count"
"JCI2024::6::Stricture","B_cell::MZ",0,"JCI2024","6","JCI2024::6","Stricture",17445,1,0,FALSE,"absent_zero_cells"
"JCI2024::6::Stricture","B_cell::Naïve B",19,"JCI2024","6","JCI2024::6","Stricture",17445,1,0.00108913728862138,FALSE,"low_cell_count"
"JCI2024::6::Stricture","Endothelial",2484,"JCI2024","6","JCI2024::6","Stricture",17445,1,0.142390369733448,TRUE,"adequate_cell_count"
"JCI2024::6::Stricture","Epithelial",135,"JCI2024","6","JCI2024::6","Stricture",17445,1,0.00773860705073087,TRUE,"adequate_cell_count"
"JCI2024::6::Stricture","Mast",2386,"JCI2024","6","JCI2024::6","Stricture",17445,1,0.136772714244769,TRUE,"adequate_cell_count"
"JCI2024::6::Stricture","Mesenchymal_stromal",4557,"JCI2024","6","JCI2024::6","Stricture",17445,1,0.26122098022356,TRUE,"adequate_cell_count"
"JCI2024::6::Stricture","Myeloid",1253,"JCI2024","6","JCI2024::6","Stricture",17445,1,0.0718257380338206,TRUE,"adequate_cell_count"
"JCI2024::6::Stricture","Plasma::Activated plasma",63,"JCI2024","6","JCI2024::6","Stricture",17445,1,0.00361134995700774,TRUE,"adequate_cell_count"
"JCI2024::6::Stricture","Plasma::IgA plasma",234,"JCI2024","6","JCI2024::6","Stricture",17445,1,0.0134135855546002,TRUE,"adequate_cell_count"
"JCI2024::6::Stricture","Plasma::IgG plasma",211,"JCI2024","6","JCI2024::6","Stricture",17445,1,0.0120951562052164,TRUE,"adequate_cell_count"
"JCI2024::6::Stricture","Plasma::Transitional B",1,"JCI2024","6","JCI2024::6","Stricture",17445,1,5.7323015190599e-05,FALSE,"low_cell_count"
"JCI2024::6::Stricture","T_NK",5874,"JCI2024","6","JCI2024::6","Stricture",17445,1,0.336715391229579,TRUE,"adequate_cell_count"
"SCP1884::101694::Control","B_cell::ActB3",0,"SCP1884","101694","SCP1884::101694","Control",3093,1,0,FALSE,"absent_zero_cells"
"SCP1884::101694::Control","B_cell::CSM",71,"SCP1884","101694","SCP1884::101694","Control",3093,1,0.0229550598124798,TRUE,"adequate_cell_count"
"SCP1884::101694::Control","B_cell::Centroblast B",5,"SCP1884","101694","SCP1884::101694","Control",3093,1,0.00161655350792111,FALSE,"low_cell_count"
"SCP1884::101694::Control","B_cell::Centrocyte B",14,"SCP1884","101694","SCP1884::101694","Control",3093,1,0.00452634982217912,FALSE,"low_cell_count"
"SCP1884::101694::Control","B_cell::DN2",7,"SCP1884","101694","SCP1884::101694","Control",3093,1,0.00226317491108956,FALSE,"low_cell_count"
"SCP1884::101694::Control","B_cell::IgM-only",0,"SCP1884","101694","SCP1884::101694","Control",3093,1,0,FALSE,"absent_zero_cells"
"SCP1884::101694::Control","B_cell::MZ",3,"SCP1884","101694","SCP1884::101694","Control",3093,1,0.000969932104752667,FALSE,"low_cell_count"
"SCP1884::101694::Control","B_cell::Naïve B",65,"SCP1884","101694","SCP1884::101694","Control",3093,1,0.0210151956029745,TRUE,"adequate_cell_count"
"SCP1884::101694::Control","Endothelial",40,"SCP1884","101694","SCP1884::101694","Control",3093,1,0.0129324280633689,TRUE,"adequate_cell_count"
"SCP1884::101694::Control","Epithelial",597,"SCP1884","101694","SCP1884::101694","Control",3093,1,0.193016488845781,TRUE,"adequate_cell_count"
"SCP1884::101694::Control","Mast",100,"SCP1884","101694","SCP1884::101694","Control",3093,1,0.0323310701584222,TRUE,"adequate_cell_count"
"SCP1884::101694::Control","Mesenchymal_stromal",126,"SCP1884","101694","SCP1884::101694","Control",3093,1,0.040737148399612,TRUE,"adequate_cell_count"
"SCP1884::101694::Control","Myeloid",239,"SCP1884","101694","SCP1884::101694","Control",3093,1,0.0772712576786292,TRUE,"adequate_cell_count"
"SCP1884::101694::Control","Plasma::Activated plasma",1007,"SCP1884","101694","SCP1884::101694","Control",3093,1,0.325573876495312,TRUE,"adequate_cell_count"
"SCP1884::101694::Control","Plasma::IgA plasma",89,"SCP1884","101694","SCP1884::101694","Control",3093,1,0.0287746524409958,TRUE,"adequate_cell_count"
"SCP1884::101694::Control","Plasma::IgG plasma",1,"SCP1884","101694","SCP1884::101694","Control",3093,1,0.000323310701584223,FALSE,"low_cell_count"
"SCP1884::101694::Control","Plasma::Transitional B",0,"SCP1884","101694","SCP1884::101694","Control",3093,1,0,FALSE,"absent_zero_cells"
"SCP1884::101694::Control","T_NK",729,"SCP1884","101694","SCP1884::101694","Control",3093,1,0.235693501454898,TRUE,"adequate_cell_count"
"SCP1884::102141::Control","B_cell::ActB3",1,"SCP1884","102141","SCP1884::102141","Control",11359,1,8.80359186548112e-05,FALSE,"low_cell_count"
"SCP1884::102141::Control","B_cell::CSM",322,"SCP1884","102141","SCP1884::102141","Control",11359,1,0.0283475658068492,TRUE,"adequate_cell_count"
"SCP1884::102141::Control","B_cell::Centroblast B",6,"SCP1884","102141","SCP1884::102141","Control",11359,1,0.000528215511928867,FALSE,"low_cell_count"
"SCP1884::102141::Control","B_cell::Centrocyte B",2,"SCP1884","102141","SCP1884::102141","Control",11359,1,0.000176071837309622,FALSE,"low_cell_count"
"SCP1884::102141::Control","B_cell::DN2",20,"SCP1884","102141","SCP1884::102141","Control",11359,1,0.00176071837309622,TRUE,"adequate_cell_count"
"SCP1884::102141::Control","B_cell::IgM-only",11,"SCP1884","102141","SCP1884::102141","Control",11359,1,0.000968395105202923,FALSE,"low_cell_count"
"SCP1884::102141::Control","B_cell::MZ",13,"SCP1884","102141","SCP1884::102141","Control",11359,1,0.00114446694251255,FALSE,"low_cell_count"
"SCP1884::102141::Control","B_cell::Naïve B",34,"SCP1884","102141","SCP1884::102141","Control",11359,1,0.00299322123426358,TRUE,"adequate_cell_count"
"SCP1884::102141::Control","Endothelial",29,"SCP1884","102141","SCP1884::102141","Control",11359,1,0.00255304164098952,TRUE,"adequate_cell_count"
"SCP1884::102141::Control","Epithelial",9901,"SCP1884","102141","SCP1884::102141","Control",11359,1,0.871643630601285,TRUE,"adequate_cell_count"
"SCP1884::102141::Control","Mast",18,"SCP1884","102141","SCP1884::102141","Control",11359,1,0.0015846465357866,FALSE,"low_cell_count"
"SCP1884::102141::Control","Mesenchymal_stromal",81,"SCP1884","102141","SCP1884::102141","Control",11359,1,0.0071309094110397,TRUE,"adequate_cell_count"
"SCP1884::102141::Control","Myeloid",176,"SCP1884","102141","SCP1884::102141","Control",11359,1,0.0154943216832468,TRUE,"adequate_cell_count"
"SCP1884::102141::Control","Plasma::Activated plasma",190,"SCP1884","102141","SCP1884::102141","Control",11359,1,0.0167268245444141,TRUE,"adequate_cell_count"
"SCP1884::102141::Control","Plasma::IgA plasma",64,"SCP1884","102141","SCP1884::102141","Control",11359,1,0.00563429879390792,TRUE,"adequate_cell_count"
"SCP1884::102141::Control","Plasma::IgG plasma",2,"SCP1884","102141","SCP1884::102141","Control",11359,1,0.000176071837309622,FALSE,"low_cell_count"
"SCP1884::102141::Control","Plasma::Transitional B",10,"SCP1884","102141","SCP1884::102141","Control",11359,1,0.000880359186548112,FALSE,"low_cell_count"
"SCP1884::102141::Control","T_NK",479,"SCP1884","102141","SCP1884::102141","Control",11359,1,0.0421692050356546,TRUE,"adequate_cell_count"
"SCP1884::104152::Inflamed","B_cell::ActB3",0,"SCP1884","104152","SCP1884::104152","Inflamed",1476,1,0,FALSE,"absent_zero_cells"
"SCP1884::104152::Inflamed","B_cell::CSM",0,"SCP1884","104152","SCP1884::104152","Inflamed",1476,1,0,FALSE,"absent_zero_cells"
"SCP1884::104152::Inflamed","B_cell::Centroblast B",0,"SCP1884","104152","SCP1884::104152","Inflamed",1476,1,0,FALSE,"absent_zero_cells"
"SCP1884::104152::Inflamed","B_cell::Centrocyte B",0,"SCP1884","104152","SCP1884::104152","Inflamed",1476,1,0,FALSE,"absent_zero_cells"
"SCP1884::104152::Inflamed","B_cell::DN2",0,"SCP1884","104152","SCP1884::104152","Inflamed",1476,1,0,FALSE,"absent_zero_cells"
"SCP1884::104152::Inflamed","B_cell::IgM-only",0,"SCP1884","104152","SCP1884::104152","Inflamed",1476,1,0,FALSE,"absent_zero_cells"
"SCP1884::104152::Inflamed","B_cell::MZ",0,"SCP1884","104152","SCP1884::104152","Inflamed",1476,1,0,FALSE,"absent_zero_cells"
"SCP1884::104152::Inflamed","B_cell::Naïve B",0,"SCP1884","104152","SCP1884::104152","Inflamed",1476,1,0,FALSE,"absent_zero_cells"
"SCP1884::104152::Inflamed","Endothelial",14,"SCP1884","104152","SCP1884::104152","Inflamed",1476,1,0.00948509485094851,FALSE,"low_cell_count"
"SCP1884::104152::Inflamed","Epithelial",1436,"SCP1884","104152","SCP1884::104152","Inflamed",1476,1,0.97289972899729,TRUE,"adequate_cell_count"
"SCP1884::104152::Inflamed","Mast",0,"SCP1884","104152","SCP1884::104152","Inflamed",1476,1,0,FALSE,"absent_zero_cells"
"SCP1884::104152::Inflamed","Mesenchymal_stromal",1,"SCP1884","104152","SCP1884::104152","Inflamed",1476,1,0.000677506775067751,FALSE,"low_cell_count"
"SCP1884::104152::Inflamed","Myeloid",20,"SCP1884","104152","SCP1884::104152","Inflamed",1476,1,0.013550135501355,TRUE,"adequate_cell_count"
"SCP1884::104152::Inflamed","Plasma::Activated plasma",0,"SCP1884","104152","SCP1884::104152","Inflamed",1476,1,0,FALSE,"absent_zero_cells"
"SCP1884::104152::Inflamed","Plasma::IgA plasma",4,"SCP1884","104152","SCP1884::104152","Inflamed",1476,1,0.002710027100271,FALSE,"low_cell_count"
"SCP1884::104152::Inflamed","Plasma::IgG plasma",0,"SCP1884","104152","SCP1884::104152","Inflamed",1476,1,0,FALSE,"absent_zero_cells"
"SCP1884::104152::Inflamed","Plasma::Transitional B",0,"SCP1884","104152","SCP1884::104152","Inflamed",1476,1,0,FALSE,"absent_zero_cells"
"SCP1884::104152::Inflamed","T_NK",1,"SCP1884","104152","SCP1884::104152","Inflamed",1476,1,0.000677506775067751,FALSE,"low_cell_count"
"SCP1884::104689::Inflamed","B_cell::ActB3",1,"SCP1884","104689","SCP1884::104689","Inflamed",5796,1,0.000172532781228433,FALSE,"low_cell_count"
"SCP1884::104689::Inflamed","B_cell::CSM",22,"SCP1884","104689","SCP1884::104689","Inflamed",5796,1,0.00379572118702554,TRUE,"adequate_cell_count"
"SCP1884::104689::Inflamed","B_cell::Centroblast B",4,"SCP1884","104689","SCP1884::104689","Inflamed",5796,1,0.000690131124913734,FALSE,"low_cell_count"
"SCP1884::104689::Inflamed","B_cell::Centrocyte B",0,"SCP1884","104689","SCP1884::104689","Inflamed",5796,1,0,FALSE,"absent_zero_cells"
"SCP1884::104689::Inflamed","B_cell::DN2",5,"SCP1884","104689","SCP1884::104689","Inflamed",5796,1,0.000862663906142167,FALSE,"low_cell_count"
