tissue_sample_id,communication_celltype,n_cells,dataset,donor,donor_ID,status,n_total_cells,n_tissue_samples_same_donor_status,fraction,meets_min_cells,coverage_status
"SCP2959::110763::Control","T_NK",224,"SCP2959","110763","SCP2959::110763","Control",5348,1,0.0418848167539267,TRUE,"adequate_cell_count"
"SCP2959::1108107::Control","B_cell::ActB3",0,"SCP2959","1108107","SCP2959::1108107","Control",2493,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108107::Control","B_cell::CSM",17,"SCP2959","1108107","SCP2959::1108107","Control",2493,1,0.00681909346169274,FALSE,"low_cell_count"
"SCP2959::1108107::Control","B_cell::Centroblast B",1,"SCP2959","1108107","SCP2959::1108107","Control",2493,1,0.000401123144805455,FALSE,"low_cell_count"
"SCP2959::1108107::Control","B_cell::Centrocyte B",1,"SCP2959","1108107","SCP2959::1108107","Control",2493,1,0.000401123144805455,FALSE,"low_cell_count"
"SCP2959::1108107::Control","B_cell::DN2",3,"SCP2959","1108107","SCP2959::1108107","Control",2493,1,0.00120336943441637,FALSE,"low_cell_count"
"SCP2959::1108107::Control","B_cell::IgM-only",0,"SCP2959","1108107","SCP2959::1108107","Control",2493,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108107::Control","B_cell::MZ",1,"SCP2959","1108107","SCP2959::1108107","Control",2493,1,0.000401123144805455,FALSE,"low_cell_count"
"SCP2959::1108107::Control","B_cell::Naïve B",1,"SCP2959","1108107","SCP2959::1108107","Control",2493,1,0.000401123144805455,FALSE,"low_cell_count"
"SCP2959::1108107::Control","Endothelial",13,"SCP2959","1108107","SCP2959::1108107","Control",2493,1,0.00521460088247092,FALSE,"low_cell_count"
"SCP2959::1108107::Control","Epithelial",1335,"SCP2959","1108107","SCP2959::1108107","Control",2493,1,0.535499398315283,TRUE,"adequate_cell_count"
"SCP2959::1108107::Control","Mast",82,"SCP2959","1108107","SCP2959::1108107","Control",2493,1,0.0328920978740473,TRUE,"adequate_cell_count"
"SCP2959::1108107::Control","Mesenchymal_stromal",74,"SCP2959","1108107","SCP2959::1108107","Control",2493,1,0.0296831127156037,TRUE,"adequate_cell_count"
"SCP2959::1108107::Control","Myeloid",162,"SCP2959","1108107","SCP2959::1108107","Control",2493,1,0.0649819494584838,TRUE,"adequate_cell_count"
"SCP2959::1108107::Control","Plasma::Activated plasma",116,"SCP2959","1108107","SCP2959::1108107","Control",2493,1,0.0465302847974328,TRUE,"adequate_cell_count"
"SCP2959::1108107::Control","Plasma::IgA plasma",28,"SCP2959","1108107","SCP2959::1108107","Control",2493,1,0.0112314480545527,TRUE,"adequate_cell_count"
"SCP2959::1108107::Control","Plasma::IgG plasma",3,"SCP2959","1108107","SCP2959::1108107","Control",2493,1,0.00120336943441637,FALSE,"low_cell_count"
"SCP2959::1108107::Control","Plasma::Transitional B",0,"SCP2959","1108107","SCP2959::1108107","Control",2493,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108107::Control","T_NK",656,"SCP2959","1108107","SCP2959::1108107","Control",2493,1,0.263136782992379,TRUE,"adequate_cell_count"
"SCP2959::1108108::Control","B_cell::ActB3",0,"SCP2959","1108108","SCP2959::1108108","Control",8019,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108108::Control","B_cell::CSM",0,"SCP2959","1108108","SCP2959::1108108","Control",8019,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108108::Control","B_cell::Centroblast B",0,"SCP2959","1108108","SCP2959::1108108","Control",8019,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108108::Control","B_cell::Centrocyte B",0,"SCP2959","1108108","SCP2959::1108108","Control",8019,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108108::Control","B_cell::DN2",0,"SCP2959","1108108","SCP2959::1108108","Control",8019,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108108::Control","B_cell::IgM-only",0,"SCP2959","1108108","SCP2959::1108108","Control",8019,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108108::Control","B_cell::MZ",0,"SCP2959","1108108","SCP2959::1108108","Control",8019,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108108::Control","B_cell::Naïve B",0,"SCP2959","1108108","SCP2959::1108108","Control",8019,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108108::Control","Endothelial",0,"SCP2959","1108108","SCP2959::1108108","Control",8019,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108108::Control","Epithelial",7901,"SCP2959","1108108","SCP2959::1108108","Control",8019,1,0.985284948247911,TRUE,"adequate_cell_count"
"SCP2959::1108108::Control","Mast",1,"SCP2959","1108108","SCP2959::1108108","Control",8019,1,0.000124703828407532,FALSE,"low_cell_count"
"SCP2959::1108108::Control","Mesenchymal_stromal",0,"SCP2959","1108108","SCP2959::1108108","Control",8019,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108108::Control","Myeloid",1,"SCP2959","1108108","SCP2959::1108108","Control",8019,1,0.000124703828407532,FALSE,"low_cell_count"
"SCP2959::1108108::Control","Plasma::Activated plasma",0,"SCP2959","1108108","SCP2959::1108108","Control",8019,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108108::Control","Plasma::IgA plasma",0,"SCP2959","1108108","SCP2959::1108108","Control",8019,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108108::Control","Plasma::IgG plasma",0,"SCP2959","1108108","SCP2959::1108108","Control",8019,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108108::Control","Plasma::Transitional B",0,"SCP2959","1108108","SCP2959::1108108","Control",8019,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108108::Control","T_NK",116,"SCP2959","1108108","SCP2959::1108108","Control",8019,1,0.0144656440952737,TRUE,"adequate_cell_count"
"SCP2959::1108121::Control","B_cell::ActB3",12,"SCP2959","1108121","SCP2959::1108121","Control",3576,1,0.00335570469798658,FALSE,"low_cell_count"
"SCP2959::1108121::Control","B_cell::CSM",455,"SCP2959","1108121","SCP2959::1108121","Control",3576,1,0.127237136465324,TRUE,"adequate_cell_count"
"SCP2959::1108121::Control","B_cell::Centroblast B",33,"SCP2959","1108121","SCP2959::1108121","Control",3576,1,0.00922818791946309,TRUE,"adequate_cell_count"
"SCP2959::1108121::Control","B_cell::Centrocyte B",34,"SCP2959","1108121","SCP2959::1108121","Control",3576,1,0.00950782997762864,TRUE,"adequate_cell_count"
"SCP2959::1108121::Control","B_cell::DN2",80,"SCP2959","1108121","SCP2959::1108121","Control",3576,1,0.0223713646532438,TRUE,"adequate_cell_count"
"SCP2959::1108121::Control","B_cell::IgM-only",61,"SCP2959","1108121","SCP2959::1108121","Control",3576,1,0.0170581655480984,TRUE,"adequate_cell_count"
"SCP2959::1108121::Control","B_cell::MZ",28,"SCP2959","1108121","SCP2959::1108121","Control",3576,1,0.00782997762863535,TRUE,"adequate_cell_count"
"SCP2959::1108121::Control","B_cell::Naïve B",122,"SCP2959","1108121","SCP2959::1108121","Control",3576,1,0.0341163310961969,TRUE,"adequate_cell_count"
"SCP2959::1108121::Control","Endothelial",56,"SCP2959","1108121","SCP2959::1108121","Control",3576,1,0.0156599552572707,TRUE,"adequate_cell_count"
"SCP2959::1108121::Control","Epithelial",586,"SCP2959","1108121","SCP2959::1108121","Control",3576,1,0.163870246085011,TRUE,"adequate_cell_count"
"SCP2959::1108121::Control","Mast",150,"SCP2959","1108121","SCP2959::1108121","Control",3576,1,0.0419463087248322,TRUE,"adequate_cell_count"
"SCP2959::1108121::Control","Mesenchymal_stromal",78,"SCP2959","1108121","SCP2959::1108121","Control",3576,1,0.0218120805369128,TRUE,"adequate_cell_count"
"SCP2959::1108121::Control","Myeloid",224,"SCP2959","1108121","SCP2959::1108121","Control",3576,1,0.0626398210290828,TRUE,"adequate_cell_count"
"SCP2959::1108121::Control","Plasma::Activated plasma",27,"SCP2959","1108121","SCP2959::1108121","Control",3576,1,0.0075503355704698,TRUE,"adequate_cell_count"
"SCP2959::1108121::Control","Plasma::IgA plasma",9,"SCP2959","1108121","SCP2959::1108121","Control",3576,1,0.00251677852348993,FALSE,"low_cell_count"
"SCP2959::1108121::Control","Plasma::IgG plasma",6,"SCP2959","1108121","SCP2959::1108121","Control",3576,1,0.00167785234899329,FALSE,"low_cell_count"
"SCP2959::1108121::Control","Plasma::Transitional B",0,"SCP2959","1108121","SCP2959::1108121","Control",3576,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108121::Control","T_NK",1615,"SCP2959","1108121","SCP2959::1108121","Control",3576,1,0.45162192393736,TRUE,"adequate_cell_count"
"SCP2959::1108152::Control","B_cell::ActB3",0,"SCP2959","1108152","SCP2959::1108152","Control",403,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108152::Control","B_cell::CSM",0,"SCP2959","1108152","SCP2959::1108152","Control",403,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108152::Control","B_cell::Centroblast B",0,"SCP2959","1108152","SCP2959::1108152","Control",403,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108152::Control","B_cell::Centrocyte B",0,"SCP2959","1108152","SCP2959::1108152","Control",403,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108152::Control","B_cell::DN2",0,"SCP2959","1108152","SCP2959::1108152","Control",403,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108152::Control","B_cell::IgM-only",0,"SCP2959","1108152","SCP2959::1108152","Control",403,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108152::Control","B_cell::MZ",0,"SCP2959","1108152","SCP2959::1108152","Control",403,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108152::Control","B_cell::Naïve B",0,"SCP2959","1108152","SCP2959::1108152","Control",403,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108152::Control","Endothelial",0,"SCP2959","1108152","SCP2959::1108152","Control",403,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108152::Control","Epithelial",309,"SCP2959","1108152","SCP2959::1108152","Control",403,1,0.766749379652605,TRUE,"adequate_cell_count"
"SCP2959::1108152::Control","Mast",4,"SCP2959","1108152","SCP2959::1108152","Control",403,1,0.00992555831265509,FALSE,"low_cell_count"
"SCP2959::1108152::Control","Mesenchymal_stromal",5,"SCP2959","1108152","SCP2959::1108152","Control",403,1,0.0124069478908189,FALSE,"low_cell_count"
"SCP2959::1108152::Control","Myeloid",17,"SCP2959","1108152","SCP2959::1108152","Control",403,1,0.0421836228287841,FALSE,"low_cell_count"
"SCP2959::1108152::Control","Plasma::Activated plasma",2,"SCP2959","1108152","SCP2959::1108152","Control",403,1,0.00496277915632754,FALSE,"low_cell_count"
"SCP2959::1108152::Control","Plasma::IgA plasma",3,"SCP2959","1108152","SCP2959::1108152","Control",403,1,0.00744416873449132,FALSE,"low_cell_count"
"SCP2959::1108152::Control","Plasma::IgG plasma",0,"SCP2959","1108152","SCP2959::1108152","Control",403,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108152::Control","Plasma::Transitional B",0,"SCP2959","1108152","SCP2959::1108152","Control",403,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108152::Control","T_NK",63,"SCP2959","1108152","SCP2959::1108152","Control",403,1,0.156327543424318,TRUE,"adequate_cell_count"
"SCP2959::1108156::Control","B_cell::ActB3",33,"SCP2959","1108156","SCP2959::1108156","Control",11881,1,0.00277754397777965,TRUE,"adequate_cell_count"
"SCP2959::1108156::Control","B_cell::CSM",556,"SCP2959","1108156","SCP2959::1108156","Control",11881,1,0.0467974076256208,TRUE,"adequate_cell_count"
"SCP2959::1108156::Control","B_cell::Centroblast B",5,"SCP2959","1108156","SCP2959::1108156","Control",11881,1,0.00042083999663328,FALSE,"low_cell_count"
"SCP2959::1108156::Control","B_cell::Centrocyte B",2,"SCP2959","1108156","SCP2959::1108156","Control",11881,1,0.000168335998653312,FALSE,"low_cell_count"
"SCP2959::1108156::Control","B_cell::DN2",19,"SCP2959","1108156","SCP2959::1108156","Control",11881,1,0.00159919198720646,FALSE,"low_cell_count"
"SCP2959::1108156::Control","B_cell::IgM-only",10,"SCP2959","1108156","SCP2959::1108156","Control",11881,1,0.00084167999326656,FALSE,"low_cell_count"
"SCP2959::1108156::Control","B_cell::MZ",13,"SCP2959","1108156","SCP2959::1108156","Control",11881,1,0.00109418399124653,FALSE,"low_cell_count"
"SCP2959::1108156::Control","B_cell::Naïve B",47,"SCP2959","1108156","SCP2959::1108156","Control",11881,1,0.00395589596835283,TRUE,"adequate_cell_count"
"SCP2959::1108156::Control","Endothelial",33,"SCP2959","1108156","SCP2959::1108156","Control",11881,1,0.00277754397777965,TRUE,"adequate_cell_count"
"SCP2959::1108156::Control","Epithelial",10170,"SCP2959","1108156","SCP2959::1108156","Control",11881,1,0.855988553152092,TRUE,"adequate_cell_count"
"SCP2959::1108156::Control","Mast",37,"SCP2959","1108156","SCP2959::1108156","Control",11881,1,0.00311421597508627,TRUE,"adequate_cell_count"
"SCP2959::1108156::Control","Mesenchymal_stromal",90,"SCP2959","1108156","SCP2959::1108156","Control",11881,1,0.00757511993939904,TRUE,"adequate_cell_count"
"SCP2959::1108156::Control","Myeloid",177,"SCP2959","1108156","SCP2959::1108156","Control",11881,1,0.0148977358808181,TRUE,"adequate_cell_count"
"SCP2959::1108156::Control","Plasma::Activated plasma",32,"SCP2959","1108156","SCP2959::1108156","Control",11881,1,0.00269337597845299,TRUE,"adequate_cell_count"
"SCP2959::1108156::Control","Plasma::IgA plasma",81,"SCP2959","1108156","SCP2959::1108156","Control",11881,1,0.00681760794545914,TRUE,"adequate_cell_count"
"SCP2959::1108156::Control","Plasma::IgG plasma",29,"SCP2959","1108156","SCP2959::1108156","Control",11881,1,0.00244087198047302,TRUE,"adequate_cell_count"
"SCP2959::1108156::Control","Plasma::Transitional B",0,"SCP2959","1108156","SCP2959::1108156","Control",11881,1,0,FALSE,"absent_zero_cells"
"SCP2959::1108156::Control","T_NK",547,"SCP2959","1108156","SCP2959::1108156","Control",11881,1,0.0460398956316808,TRUE,"adequate_cell_count"
"SCP2959::111891::Control","B_cell::ActB3",2,"SCP2959","111891","SCP2959::111891","Control",3641,1,0.000549299642955232,FALSE,"low_cell_count"
"SCP2959::111891::Control","B_cell::CSM",4,"SCP2959","111891","SCP2959::111891","Control",3641,1,0.00109859928591046,FALSE,"low_cell_count"
"SCP2959::111891::Control","B_cell::Centroblast B",0,"SCP2959","111891","SCP2959::111891","Control",3641,1,0,FALSE,"absent_zero_cells"
"SCP2959::111891::Control","B_cell::Centrocyte B",0,"SCP2959","111891","SCP2959::111891","Control",3641,1,0,FALSE,"absent_zero_cells"
"SCP2959::111891::Control","B_cell::DN2",1,"SCP2959","111891","SCP2959::111891","Control",3641,1,0.000274649821477616,FALSE,"low_cell_count"
"SCP2959::111891::Control","B_cell::IgM-only",0,"SCP2959","111891","SCP2959::111891","Control",3641,1,0,FALSE,"absent_zero_cells"
"SCP2959::111891::Control","B_cell::MZ",0,"SCP2959","111891","SCP2959::111891","Control",3641,1,0,FALSE,"absent_zero_cells"
"SCP2959::111891::Control","B_cell::Naïve B",1,"SCP2959","111891","SCP2959::111891","Control",3641,1,0.000274649821477616,FALSE,"low_cell_count"
"SCP2959::111891::Control","Endothelial",13,"SCP2959","111891","SCP2959::111891","Control",3641,1,0.00357044767920901,FALSE,"low_cell_count"
"SCP2959::111891::Control","Epithelial",3013,"SCP2959","111891","SCP2959::111891","Control",3641,1,0.827519912112057,TRUE,"adequate_cell_count"
"SCP2959::111891::Control","Mast",5,"SCP2959","111891","SCP2959::111891","Control",3641,1,0.00137324910738808,FALSE,"low_cell_count"
"SCP2959::111891::Control","Mesenchymal_stromal",13,"SCP2959","111891","SCP2959::111891","Control",3641,1,0.00357044767920901,FALSE,"low_cell_count"
"SCP2959::111891::Control","Myeloid",64,"SCP2959","111891","SCP2959::111891","Control",3641,1,0.0175775885745674,TRUE,"adequate_cell_count"
"SCP2959::111891::Control","Plasma::Activated plasma",1,"SCP2959","111891","SCP2959::111891","Control",3641,1,0.000274649821477616,FALSE,"low_cell_count"
"SCP2959::111891::Control","Plasma::IgA plasma",2,"SCP2959","111891","SCP2959::111891","Control",3641,1,0.000549299642955232,FALSE,"low_cell_count"
"SCP2959::111891::Control","Plasma::IgG plasma",0,"SCP2959","111891","SCP2959::111891","Control",3641,1,0,FALSE,"absent_zero_cells"
"SCP2959::111891::Control","Plasma::Transitional B",0,"SCP2959","111891","SCP2959::111891","Control",3641,1,0,FALSE,"absent_zero_cells"
"SCP2959::111891::Control","T_NK",522,"SCP2959","111891","SCP2959::111891","Control",3641,1,0.143367206811316,TRUE,"adequate_cell_count"
"SCP2959::112584::Non-stricture","B_cell::ActB3",125,"SCP2959","112584","SCP2959::112584","Non-stricture",11917,1,0.0104892170848368,TRUE,"adequate_cell_count"
"SCP2959::112584::Non-stricture","B_cell::CSM",2049,"SCP2959","112584","SCP2959::112584","Non-stricture",11917,1,0.171939246454645,TRUE,"adequate_cell_count"
"SCP2959::112584::Non-stricture","B_cell::Centroblast B",1441,"SCP2959","112584","SCP2959::112584","Non-stricture",11917,1,0.120919694553999,TRUE,"adequate_cell_count"
"SCP2959::112584::Non-stricture","B_cell::Centrocyte B",902,"SCP2959","112584","SCP2959::112584","Non-stricture",11917,1,0.0756901904841823,TRUE,"adequate_cell_count"
"SCP2959::112584::Non-stricture","B_cell::DN2",253,"SCP2959","112584","SCP2959::112584","Non-stricture",11917,1,0.0212301753797097,TRUE,"adequate_cell_count"
"SCP2959::112584::Non-stricture","B_cell::IgM-only",8,"SCP2959","112584","SCP2959::112584","Non-stricture",11917,1,0.000671309893429554,FALSE,"low_cell_count"
"SCP2959::112584::Non-stricture","B_cell::MZ",95,"SCP2959","112584","SCP2959::112584","Non-stricture",11917,1,0.00797180498447596,TRUE,"adequate_cell_count"
"SCP2959::112584::Non-stricture","B_cell::Naïve B",1914,"SCP2959","112584","SCP2959::112584","Non-stricture",11917,1,0.160610892003021,TRUE,"adequate_cell_count"
"SCP2959::112584::Non-stricture","Endothelial",34,"SCP2959","112584","SCP2959::112584","Non-stricture",11917,1,0.00285306704707561,TRUE,"adequate_cell_count"
"SCP2959::112584::Non-stricture","Epithelial",3035,"SCP2959","112584","SCP2959::112584","Non-stricture",11917,1,0.254678190819837,TRUE,"adequate_cell_count"
"SCP2959::112584::Non-stricture","Mast",5,"SCP2959","112584","SCP2959::112584","Non-stricture",11917,1,0.000419568683393472,FALSE,"low_cell_count"
"SCP2959::112584::Non-stricture","Mesenchymal_stromal",19,"SCP2959","112584","SCP2959::112584","Non-stricture",11917,1,0.00159436099689519,FALSE,"low_cell_count"
"SCP2959::112584::Non-stricture","Myeloid",59,"SCP2959","112584","SCP2959::112584","Non-stricture",11917,1,0.00495091046404296,TRUE,"adequate_cell_count"
"SCP2959::112584::Non-stricture","Plasma::Activated plasma",22,"SCP2959","112584","SCP2959::112584","Non-stricture",11917,1,0.00184610220693127,TRUE,"adequate_cell_count"
"SCP2959::112584::Non-stricture","Plasma::IgA plasma",35,"SCP2959","112584","SCP2959::112584","Non-stricture",11917,1,0.0029369807837543,TRUE,"adequate_cell_count"
"SCP2959::112584::Non-stricture","Plasma::IgG plasma",52,"SCP2959","112584","SCP2959::112584","Non-stricture",11917,1,0.0043635143072921,TRUE,"adequate_cell_count"
"SCP2959::112584::Non-stricture","Plasma::Transitional B",106,"SCP2959","112584","SCP2959::112584","Non-stricture",11917,1,0.0088948560879416,TRUE,"adequate_cell_count"
"SCP2959::112584::Non-stricture","T_NK",1763,"SCP2959","112584","SCP2959::112584","Non-stricture",11917,1,0.147939917764538,TRUE,"adequate_cell_count"
"SCP2959::112584::Stricture","B_cell::ActB3",118,"SCP2959","112584","SCP2959::112584","Stricture",6480,1,0.0182098765432099,TRUE,"adequate_cell_count"
"SCP2959::112584::Stricture","B_cell::CSM",444,"SCP2959","112584","SCP2959::112584","Stricture",6480,1,0.0685185185185185,TRUE,"adequate_cell_count"
"SCP2959::112584::Stricture","B_cell::Centroblast B",346,"SCP2959","112584","SCP2959::112584","Stricture",6480,1,0.0533950617283951,TRUE,"adequate_cell_count"
"SCP2959::112584::Stricture","B_cell::Centrocyte B",329,"SCP2959","112584","SCP2959::112584","Stricture",6480,1,0.0507716049382716,TRUE,"adequate_cell_count"
"SCP2959::112584::Stricture","B_cell::DN2",17,"SCP2959","112584","SCP2959::112584","Stricture",6480,1,0.00262345679012346,FALSE,"low_cell_count"
"SCP2959::112584::Stricture","B_cell::IgM-only",0,"SCP2959","112584","SCP2959::112584","Stricture",6480,1,0,FALSE,"absent_zero_cells"
"SCP2959::112584::Stricture","B_cell::MZ",22,"SCP2959","112584","SCP2959::112584","Stricture",6480,1,0.00339506172839506,TRUE,"adequate_cell_count"
"SCP2959::112584::Stricture","B_cell::Naïve B",1044,"SCP2959","112584","SCP2959::112584","Stricture",6480,1,0.161111111111111,TRUE,"adequate_cell_count"
"SCP2959::112584::Stricture","Endothelial",12,"SCP2959","112584","SCP2959::112584","Stricture",6480,1,0.00185185185185185,FALSE,"low_cell_count"
"SCP2959::112584::Stricture","Epithelial",3248,"SCP2959","112584","SCP2959::112584","Stricture",6480,1,0.501234567901235,TRUE,"adequate_cell_count"
"SCP2959::112584::Stricture","Mast",1,"SCP2959","112584","SCP2959::112584","Stricture",6480,1,0.000154320987654321,FALSE,"low_cell_count"
"SCP2959::112584::Stricture","Mesenchymal_stromal",19,"SCP2959","112584","SCP2959::112584","Stricture",6480,1,0.0029320987654321,FALSE,"low_cell_count"
"SCP2959::112584::Stricture","Myeloid",41,"SCP2959","112584","SCP2959::112584","Stricture",6480,1,0.00632716049382716,TRUE,"adequate_cell_count"
"SCP2959::112584::Stricture","Plasma::Activated plasma",12,"SCP2959","112584","SCP2959::112584","Stricture",6480,1,0.00185185185185185,FALSE,"low_cell_count"
"SCP2959::112584::Stricture","Plasma::IgA plasma",41,"SCP2959","112584","SCP2959::112584","Stricture",6480,1,0.00632716049382716,TRUE,"adequate_cell_count"
"SCP2959::112584::Stricture","Plasma::IgG plasma",7,"SCP2959","112584","SCP2959::112584","Stricture",6480,1,0.00108024691358025,FALSE,"low_cell_count"
"SCP2959::112584::Stricture","Plasma::Transitional B",5,"SCP2959","112584","SCP2959::112584","Stricture",6480,1,0.000771604938271605,FALSE,"low_cell_count"
"SCP2959::112584::Stricture","T_NK",774,"SCP2959","112584","SCP2959::112584","Stricture",6480,1,0.119444444444444,TRUE,"adequate_cell_count"
"SCP2959::115284::Non-stricture","B_cell::ActB3",47,"SCP2959","115284","SCP2959::115284","Non-stricture",3896,1,0.0120636550308008,TRUE,"adequate_cell_count"
"SCP2959::115284::Non-stricture","B_cell::CSM",127,"SCP2959","115284","SCP2959::115284","Non-stricture",3896,1,0.0325975359342916,TRUE,"adequate_cell_count"
"SCP2959::115284::Non-stricture","B_cell::Centroblast B",77,"SCP2959","115284","SCP2959::115284","Non-stricture",3896,1,0.0197638603696099,TRUE,"adequate_cell_count"
"SCP2959::115284::Non-stricture","B_cell::Centrocyte B",46,"SCP2959","115284","SCP2959::115284","Non-stricture",3896,1,0.0118069815195072,TRUE,"adequate_cell_count"
"SCP2959::115284::Non-stricture","B_cell::DN2",42,"SCP2959","115284","SCP2959::115284","Non-stricture",3896,1,0.0107802874743326,TRUE,"adequate_cell_count"
"SCP2959::115284::Non-stricture","B_cell::IgM-only",4,"SCP2959","115284","SCP2959::115284","Non-stricture",3896,1,0.00102669404517454,FALSE,"low_cell_count"
"SCP2959::115284::Non-stricture","B_cell::MZ",11,"SCP2959","115284","SCP2959::115284","Non-stricture",3896,1,0.00282340862422998,FALSE,"low_cell_count"
"SCP2959::115284::Non-stricture","B_cell::Naïve B",76,"SCP2959","115284","SCP2959::115284","Non-stricture",3896,1,0.0195071868583162,TRUE,"adequate_cell_count"
"SCP2959::115284::Non-stricture","Endothelial",43,"SCP2959","115284","SCP2959::115284","Non-stricture",3896,1,0.0110369609856263,TRUE,"adequate_cell_count"
"SCP2959::115284::Non-stricture","Epithelial",2204,"SCP2959","115284","SCP2959::115284","Non-stricture",3896,1,0.56570841889117,TRUE,"adequate_cell_count"
"SCP2959::115284::Non-stricture","Mast",79,"SCP2959","115284","SCP2959::115284","Non-stricture",3896,1,0.0202772073921971,TRUE,"adequate_cell_count"
"SCP2959::115284::Non-stricture","Mesenchymal_stromal",155,"SCP2959","115284","SCP2959::115284","Non-stricture",3896,1,0.0397843942505134,TRUE,"adequate_cell_count"
"SCP2959::115284::Non-stricture","Myeloid",165,"SCP2959","115284","SCP2959::115284","Non-stricture",3896,1,0.0423511293634497,TRUE,"adequate_cell_count"
"SCP2959::115284::Non-stricture","Plasma::Activated plasma",134,"SCP2959","115284","SCP2959::115284","Non-stricture",3896,1,0.034394250513347,TRUE,"adequate_cell_count"
"SCP2959::115284::Non-stricture","Plasma::IgA plasma",192,"SCP2959","115284","SCP2959::115284","Non-stricture",3896,1,0.0492813141683778,TRUE,"adequate_cell_count"
"SCP2959::115284::Non-stricture","Plasma::IgG plasma",12,"SCP2959","115284","SCP2959::115284","Non-stricture",3896,1,0.00308008213552361,FALSE,"low_cell_count"
"SCP2959::115284::Non-stricture","Plasma::Transitional B",0,"SCP2959","115284","SCP2959::115284","Non-stricture",3896,1,0,FALSE,"absent_zero_cells"
"SCP2959::115284::Non-stricture","T_NK",482,"SCP2959","115284","SCP2959::115284","Non-stricture",3896,1,0.123716632443532,TRUE,"adequate_cell_count"
"SCP2959::115284::Stricture","B_cell::ActB3",0,"SCP2959","115284","SCP2959::115284","Stricture",104,1,0,FALSE,"absent_zero_cells"
"SCP2959::115284::Stricture","B_cell::CSM",0,"SCP2959","115284","SCP2959::115284","Stricture",104,1,0,FALSE,"absent_zero_cells"
"SCP2959::115284::Stricture","B_cell::Centroblast B",0,"SCP2959","115284","SCP2959::115284","Stricture",104,1,0,FALSE,"absent_zero_cells"
"SCP2959::115284::Stricture","B_cell::Centrocyte B",0,"SCP2959","115284","SCP2959::115284","Stricture",104,1,0,FALSE,"absent_zero_cells"
"SCP2959::115284::Stricture","B_cell::DN2",0,"SCP2959","115284","SCP2959::115284","Stricture",104,1,0,FALSE,"absent_zero_cells"
"SCP2959::115284::Stricture","B_cell::IgM-only",0,"SCP2959","115284","SCP2959::115284","Stricture",104,1,0,FALSE,"absent_zero_cells"
"SCP2959::115284::Stricture","B_cell::MZ",0,"SCP2959","115284","SCP2959::115284","Stricture",104,1,0,FALSE,"absent_zero_cells"
"SCP2959::115284::Stricture","B_cell::Naïve B",0,"SCP2959","115284","SCP2959::115284","Stricture",104,1,0,FALSE,"absent_zero_cells"
"SCP2959::115284::Stricture","Endothelial",0,"SCP2959","115284","SCP2959::115284","Stricture",104,1,0,FALSE,"absent_zero_cells"
"SCP2959::115284::Stricture","Epithelial",92,"SCP2959","115284","SCP2959::115284","Stricture",104,1,0.884615384615385,TRUE,"adequate_cell_count"
"SCP2959::115284::Stricture","Mast",0,"SCP2959","115284","SCP2959::115284","Stricture",104,1,0,FALSE,"absent_zero_cells"
"SCP2959::115284::Stricture","Mesenchymal_stromal",0,"SCP2959","115284","SCP2959::115284","Stricture",104,1,0,FALSE,"absent_zero_cells"
"SCP2959::115284::Stricture","Myeloid",0,"SCP2959","115284","SCP2959::115284","Stricture",104,1,0,FALSE,"absent_zero_cells"
"SCP2959::115284::Stricture","Plasma::Activated plasma",0,"SCP2959","115284","SCP2959::115284","Stricture",104,1,0,FALSE,"absent_zero_cells"
"SCP2959::115284::Stricture","Plasma::IgA plasma",0,"SCP2959","115284","SCP2959::115284","Stricture",104,1,0,FALSE,"absent_zero_cells"
"SCP2959::115284::Stricture","Plasma::IgG plasma",0,"SCP2959","115284","SCP2959::115284","Stricture",104,1,0,FALSE,"absent_zero_cells"
