dataset,sender,receiver,contrast,reference,target,n_reference_donors,n_target_donors,n_paired_donors,n_reference_only,n_target_only,both_groups_present
"GSE134809","B_cell::Naïve B","Epithelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","B_cell::Naïve B","Epithelial","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","B_cell::Naïve B","Epithelial","Inflamed_minus_Control","Control","Inflamed",0,8,0,0,8,FALSE
"GSE134809","B_cell::Naïve B","Epithelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",6,8,0,6,8,TRUE
"GSE134809","B_cell::Naïve B","Epithelial","Stricture_minus_Inflamed","Inflamed","Stricture",8,0,0,8,0,FALSE
"GSE134809","B_cell::Naïve B","Mast","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","B_cell::Naïve B","Mast","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","B_cell::Naïve B","Mast","Inflamed_minus_Control","Control","Inflamed",0,2,0,0,2,FALSE
"GSE134809","B_cell::Naïve B","Mast","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",3,2,0,3,2,TRUE
"GSE134809","B_cell::Naïve B","Mast","Stricture_minus_Inflamed","Inflamed","Stricture",2,0,0,2,0,FALSE
"GSE134809","B_cell::Naïve B","Mesenchymal_stromal","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","B_cell::Naïve B","Mesenchymal_stromal","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","B_cell::Naïve B","Mesenchymal_stromal","Inflamed_minus_Control","Control","Inflamed",0,9,0,0,9,FALSE
"GSE134809","B_cell::Naïve B","Mesenchymal_stromal","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",5,9,0,5,9,TRUE
"GSE134809","B_cell::Naïve B","Mesenchymal_stromal","Stricture_minus_Inflamed","Inflamed","Stricture",9,0,0,9,0,FALSE
"GSE134809","B_cell::Naïve B","Myeloid","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","B_cell::Naïve B","Myeloid","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","B_cell::Naïve B","Myeloid","Inflamed_minus_Control","Control","Inflamed",0,9,0,0,9,FALSE
"GSE134809","B_cell::Naïve B","Myeloid","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",6,9,0,6,9,TRUE
"GSE134809","B_cell::Naïve B","Myeloid","Stricture_minus_Inflamed","Inflamed","Stricture",9,0,0,9,0,FALSE
"GSE134809","B_cell::Naïve B","T_NK","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","B_cell::Naïve B","T_NK","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","B_cell::Naïve B","T_NK","Inflamed_minus_Control","Control","Inflamed",0,9,0,0,9,FALSE
"GSE134809","B_cell::Naïve B","T_NK","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",6,9,0,6,9,TRUE
"GSE134809","B_cell::Naïve B","T_NK","Stricture_minus_Inflamed","Inflamed","Stricture",9,0,0,9,0,FALSE
"GSE134809","Plasma::Activated plasma","Endothelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Activated plasma","Endothelial","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Activated plasma","Endothelial","Inflamed_minus_Control","Control","Inflamed",0,8,0,0,8,FALSE
"GSE134809","Plasma::Activated plasma","Endothelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",5,8,0,5,8,TRUE
"GSE134809","Plasma::Activated plasma","Endothelial","Stricture_minus_Inflamed","Inflamed","Stricture",8,0,0,8,0,FALSE
"GSE134809","Plasma::Activated plasma","Epithelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Activated plasma","Epithelial","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Activated plasma","Epithelial","Inflamed_minus_Control","Control","Inflamed",0,9,0,0,9,FALSE
"GSE134809","Plasma::Activated plasma","Epithelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",8,9,0,8,9,TRUE
"GSE134809","Plasma::Activated plasma","Epithelial","Stricture_minus_Inflamed","Inflamed","Stricture",9,0,0,9,0,FALSE
"GSE134809","Plasma::Activated plasma","Mast","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Activated plasma","Mast","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Activated plasma","Mast","Inflamed_minus_Control","Control","Inflamed",0,4,0,0,4,FALSE
"GSE134809","Plasma::Activated plasma","Mast","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",4,4,0,4,4,TRUE
"GSE134809","Plasma::Activated plasma","Mast","Stricture_minus_Inflamed","Inflamed","Stricture",4,0,0,4,0,FALSE
"GSE134809","Plasma::Activated plasma","Mesenchymal_stromal","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Activated plasma","Mesenchymal_stromal","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Activated plasma","Mesenchymal_stromal","Inflamed_minus_Control","Control","Inflamed",0,8,0,0,8,FALSE
"GSE134809","Plasma::Activated plasma","Mesenchymal_stromal","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",7,8,0,7,8,TRUE
"GSE134809","Plasma::Activated plasma","Mesenchymal_stromal","Stricture_minus_Inflamed","Inflamed","Stricture",8,0,0,8,0,FALSE
"GSE134809","Plasma::Activated plasma","Myeloid","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Activated plasma","Myeloid","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Activated plasma","Myeloid","Inflamed_minus_Control","Control","Inflamed",0,9,0,0,9,FALSE
"GSE134809","Plasma::Activated plasma","Myeloid","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",8,9,0,8,9,TRUE
"GSE134809","Plasma::Activated plasma","Myeloid","Stricture_minus_Inflamed","Inflamed","Stricture",9,0,0,9,0,FALSE
"GSE134809","Plasma::Activated plasma","T_NK","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Activated plasma","T_NK","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Activated plasma","T_NK","Inflamed_minus_Control","Control","Inflamed",0,9,0,0,9,FALSE
"GSE134809","Plasma::Activated plasma","T_NK","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",8,9,0,8,9,TRUE
"GSE134809","Plasma::Activated plasma","T_NK","Stricture_minus_Inflamed","Inflamed","Stricture",9,0,0,9,0,FALSE
"GSE134809","Plasma::IgA plasma","Endothelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgA plasma","Endothelial","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgA plasma","Endothelial","Inflamed_minus_Control","Control","Inflamed",0,10,0,0,10,FALSE
"GSE134809","Plasma::IgA plasma","Endothelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",7,10,0,7,10,TRUE
"GSE134809","Plasma::IgA plasma","Endothelial","Stricture_minus_Inflamed","Inflamed","Stricture",10,0,0,10,0,FALSE
"GSE134809","Plasma::IgA plasma","Epithelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgA plasma","Epithelial","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgA plasma","Epithelial","Inflamed_minus_Control","Control","Inflamed",0,10,0,0,10,FALSE
"GSE134809","Plasma::IgA plasma","Epithelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",11,10,0,11,10,TRUE
"GSE134809","Plasma::IgA plasma","Epithelial","Stricture_minus_Inflamed","Inflamed","Stricture",10,0,0,10,0,FALSE
"GSE134809","Plasma::IgA plasma","Mast","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgA plasma","Mast","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgA plasma","Mast","Inflamed_minus_Control","Control","Inflamed",0,4,0,0,4,FALSE
"GSE134809","Plasma::IgA plasma","Mast","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",5,4,0,5,4,TRUE
"GSE134809","Plasma::IgA plasma","Mast","Stricture_minus_Inflamed","Inflamed","Stricture",4,0,0,4,0,FALSE
"GSE134809","Plasma::IgA plasma","Mesenchymal_stromal","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgA plasma","Mesenchymal_stromal","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgA plasma","Mesenchymal_stromal","Inflamed_minus_Control","Control","Inflamed",0,10,0,0,10,FALSE
"GSE134809","Plasma::IgA plasma","Mesenchymal_stromal","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",9,10,0,9,10,TRUE
"GSE134809","Plasma::IgA plasma","Mesenchymal_stromal","Stricture_minus_Inflamed","Inflamed","Stricture",10,0,0,10,0,FALSE
"GSE134809","Plasma::IgA plasma","Myeloid","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgA plasma","Myeloid","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgA plasma","Myeloid","Inflamed_minus_Control","Control","Inflamed",0,11,0,0,11,FALSE
"GSE134809","Plasma::IgA plasma","Myeloid","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",10,11,0,10,11,TRUE
"GSE134809","Plasma::IgA plasma","Myeloid","Stricture_minus_Inflamed","Inflamed","Stricture",11,0,0,11,0,FALSE
"GSE134809","Plasma::IgA plasma","T_NK","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgA plasma","T_NK","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgA plasma","T_NK","Inflamed_minus_Control","Control","Inflamed",0,11,0,0,11,FALSE
"GSE134809","Plasma::IgA plasma","T_NK","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",11,11,0,11,11,TRUE
"GSE134809","Plasma::IgA plasma","T_NK","Stricture_minus_Inflamed","Inflamed","Stricture",11,0,0,11,0,FALSE
"GSE134809","Plasma::IgG plasma","Endothelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgG plasma","Endothelial","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgG plasma","Endothelial","Inflamed_minus_Control","Control","Inflamed",0,8,0,0,8,FALSE
"GSE134809","Plasma::IgG plasma","Endothelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",2,8,0,2,8,TRUE
"GSE134809","Plasma::IgG plasma","Endothelial","Stricture_minus_Inflamed","Inflamed","Stricture",8,0,0,8,0,FALSE
"GSE134809","Plasma::IgG plasma","Epithelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgG plasma","Epithelial","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgG plasma","Epithelial","Inflamed_minus_Control","Control","Inflamed",0,7,0,0,7,FALSE
"GSE134809","Plasma::IgG plasma","Epithelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",3,7,0,3,7,TRUE
"GSE134809","Plasma::IgG plasma","Epithelial","Stricture_minus_Inflamed","Inflamed","Stricture",7,0,0,7,0,FALSE
"GSE134809","Plasma::IgG plasma","Mast","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgG plasma","Mast","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgG plasma","Mast","Inflamed_minus_Control","Control","Inflamed",0,3,0,0,3,FALSE
"GSE134809","Plasma::IgG plasma","Mast","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",2,3,0,2,3,TRUE
"GSE134809","Plasma::IgG plasma","Mast","Stricture_minus_Inflamed","Inflamed","Stricture",3,0,0,3,0,FALSE
"GSE134809","Plasma::IgG plasma","Mesenchymal_stromal","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgG plasma","Mesenchymal_stromal","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgG plasma","Mesenchymal_stromal","Inflamed_minus_Control","Control","Inflamed",0,8,0,0,8,FALSE
"GSE134809","Plasma::IgG plasma","Mesenchymal_stromal","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",3,8,0,3,8,TRUE
"GSE134809","Plasma::IgG plasma","Mesenchymal_stromal","Stricture_minus_Inflamed","Inflamed","Stricture",8,0,0,8,0,FALSE
"GSE134809","Plasma::IgG plasma","Myeloid","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgG plasma","Myeloid","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgG plasma","Myeloid","Inflamed_minus_Control","Control","Inflamed",0,8,0,0,8,FALSE
"GSE134809","Plasma::IgG plasma","Myeloid","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",3,8,0,3,8,TRUE
"GSE134809","Plasma::IgG plasma","Myeloid","Stricture_minus_Inflamed","Inflamed","Stricture",8,0,0,8,0,FALSE
"GSE134809","Plasma::IgG plasma","T_NK","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgG plasma","T_NK","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::IgG plasma","T_NK","Inflamed_minus_Control","Control","Inflamed",0,8,0,0,8,FALSE
"GSE134809","Plasma::IgG plasma","T_NK","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",3,8,0,3,8,TRUE
"GSE134809","Plasma::IgG plasma","T_NK","Stricture_minus_Inflamed","Inflamed","Stricture",8,0,0,8,0,FALSE
"GSE134809","Plasma::Transitional B","Endothelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Transitional B","Endothelial","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Transitional B","Endothelial","Inflamed_minus_Control","Control","Inflamed",0,1,0,0,1,FALSE
"GSE134809","Plasma::Transitional B","Endothelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,1,0,0,1,FALSE
"GSE134809","Plasma::Transitional B","Endothelial","Stricture_minus_Inflamed","Inflamed","Stricture",1,0,0,1,0,FALSE
"GSE134809","Plasma::Transitional B","Epithelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Transitional B","Epithelial","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Transitional B","Epithelial","Inflamed_minus_Control","Control","Inflamed",0,1,0,0,1,FALSE
"GSE134809","Plasma::Transitional B","Epithelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,1,0,0,1,FALSE
"GSE134809","Plasma::Transitional B","Epithelial","Stricture_minus_Inflamed","Inflamed","Stricture",1,0,0,1,0,FALSE
"GSE134809","Plasma::Transitional B","Mast","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Transitional B","Mast","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Transitional B","Mast","Inflamed_minus_Control","Control","Inflamed",0,1,0,0,1,FALSE
"GSE134809","Plasma::Transitional B","Mast","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,1,0,0,1,FALSE
"GSE134809","Plasma::Transitional B","Mast","Stricture_minus_Inflamed","Inflamed","Stricture",1,0,0,1,0,FALSE
"GSE134809","Plasma::Transitional B","Mesenchymal_stromal","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Transitional B","Mesenchymal_stromal","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Transitional B","Mesenchymal_stromal","Inflamed_minus_Control","Control","Inflamed",0,1,0,0,1,FALSE
"GSE134809","Plasma::Transitional B","Mesenchymal_stromal","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,1,0,0,1,FALSE
"GSE134809","Plasma::Transitional B","Mesenchymal_stromal","Stricture_minus_Inflamed","Inflamed","Stricture",1,0,0,1,0,FALSE
"GSE134809","Plasma::Transitional B","Myeloid","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Transitional B","Myeloid","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Transitional B","Myeloid","Inflamed_minus_Control","Control","Inflamed",0,1,0,0,1,FALSE
"GSE134809","Plasma::Transitional B","Myeloid","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,1,0,0,1,FALSE
"GSE134809","Plasma::Transitional B","Myeloid","Stricture_minus_Inflamed","Inflamed","Stricture",1,0,0,1,0,FALSE
"GSE134809","Plasma::Transitional B","T_NK","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Transitional B","T_NK","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Plasma::Transitional B","T_NK","Inflamed_minus_Control","Control","Inflamed",0,1,0,0,1,FALSE
"GSE134809","Plasma::Transitional B","T_NK","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,1,0,0,1,FALSE
"GSE134809","Plasma::Transitional B","T_NK","Stricture_minus_Inflamed","Inflamed","Stricture",1,0,0,1,0,FALSE
"GSE134809","Endothelial","B_cell::ActB3","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Endothelial","B_cell::ActB3","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Endothelial","B_cell::ActB3","Inflamed_minus_Control","Control","Inflamed",0,5,0,0,5,FALSE
"GSE134809","Endothelial","B_cell::ActB3","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,5,0,0,5,FALSE
"GSE134809","Endothelial","B_cell::ActB3","Stricture_minus_Inflamed","Inflamed","Stricture",5,0,0,5,0,FALSE
"GSE134809","Endothelial","B_cell::CSM","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Endothelial","B_cell::CSM","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Endothelial","B_cell::CSM","Inflamed_minus_Control","Control","Inflamed",0,10,0,0,10,FALSE
"GSE134809","Endothelial","B_cell::CSM","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",7,10,0,7,10,TRUE
"GSE134809","Endothelial","B_cell::CSM","Stricture_minus_Inflamed","Inflamed","Stricture",10,0,0,10,0,FALSE
"GSE134809","Endothelial","B_cell::Centroblast B","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Endothelial","B_cell::Centroblast B","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Endothelial","B_cell::Centroblast B","Inflamed_minus_Control","Control","Inflamed",0,1,0,0,1,FALSE
"GSE134809","Endothelial","B_cell::Centroblast B","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,1,0,0,1,FALSE
"GSE134809","Endothelial","B_cell::Centroblast B","Stricture_minus_Inflamed","Inflamed","Stricture",1,0,0,1,0,FALSE
"GSE134809","Endothelial","B_cell::Centrocyte B","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Endothelial","B_cell::Centrocyte B","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Endothelial","B_cell::Centrocyte B","Inflamed_minus_Control","Control","Inflamed",0,1,0,0,1,FALSE
"GSE134809","Endothelial","B_cell::Centrocyte B","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",1,1,0,1,1,TRUE
"GSE134809","Endothelial","B_cell::Centrocyte B","Stricture_minus_Inflamed","Inflamed","Stricture",1,0,0,1,0,FALSE
"GSE134809","Endothelial","B_cell::DN2","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Endothelial","B_cell::DN2","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Endothelial","B_cell::DN2","Inflamed_minus_Control","Control","Inflamed",0,5,0,0,5,FALSE
"GSE134809","Endothelial","B_cell::DN2","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",1,5,0,1,5,TRUE
"GSE134809","Endothelial","B_cell::DN2","Stricture_minus_Inflamed","Inflamed","Stricture",5,0,0,5,0,FALSE
"GSE134809","Endothelial","B_cell::IgM-only","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Endothelial","B_cell::IgM-only","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Endothelial","B_cell::IgM-only","Inflamed_minus_Control","Control","Inflamed",0,3,0,0,3,FALSE
"GSE134809","Endothelial","B_cell::IgM-only","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,3,0,0,3,FALSE
"GSE134809","Endothelial","B_cell::IgM-only","Stricture_minus_Inflamed","Inflamed","Stricture",3,0,0,3,0,FALSE
"GSE134809","Endothelial","B_cell::MZ","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Endothelial","B_cell::MZ","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Endothelial","B_cell::MZ","Inflamed_minus_Control","Control","Inflamed",0,2,0,0,2,FALSE
"GSE134809","Endothelial","B_cell::MZ","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,2,0,0,2,FALSE
"GSE134809","Endothelial","B_cell::MZ","Stricture_minus_Inflamed","Inflamed","Stricture",2,0,0,2,0,FALSE
"GSE134809","Endothelial","B_cell::Naïve B","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
"GSE134809","Endothelial","B_cell::Naïve B","Stricture_minus_Control","Control","Stricture",0,0,0,0,0,FALSE
"GSE134809","Endothelial","B_cell::Naïve B","Inflamed_minus_Control","Control","Inflamed",0,9,0,0,9,FALSE
"GSE134809","Endothelial","B_cell::Naïve B","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",4,9,0,4,9,TRUE
"GSE134809","Endothelial","B_cell::Naïve B","Stricture_minus_Inflamed","Inflamed","Stricture",9,0,0,9,0,FALSE
"GSE134809","Endothelial","Plasma::Activated plasma","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,0,0,0,0,FALSE
