dataset,donor,donor_ID,status,tissue_sample_id,n_total_cells,n_tissue_samples_same_donor_status,sender,receiver,n_sender,n_receiver,count_eligible,reason,min_cells_required
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::DN2","Mast",23,9,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::DN2","Mesenchymal_stromal",23,60,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::DN2","Myeloid",23,445,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::DN2","T_NK",23,683,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::IgM-only","Endothelial",45,81,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::IgM-only","Epithelial",45,40,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::IgM-only","Mast",45,9,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::IgM-only","Mesenchymal_stromal",45,60,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::IgM-only","Myeloid",45,445,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::IgM-only","T_NK",45,683,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::MZ","Endothelial",27,81,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::MZ","Epithelial",27,40,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::MZ","Mast",27,9,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::MZ","Mesenchymal_stromal",27,60,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::MZ","Myeloid",27,445,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::MZ","T_NK",27,683,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::Naïve B","Endothelial",367,81,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::Naïve B","Epithelial",367,40,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::Naïve B","Mast",367,9,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::Naïve B","Mesenchymal_stromal",367,60,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::Naïve B","Myeloid",367,445,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"B_cell::Naïve B","T_NK",367,683,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::Activated plasma","Endothelial",51,81,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::Activated plasma","Epithelial",51,40,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::Activated plasma","Mast",51,9,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::Activated plasma","Mesenchymal_stromal",51,60,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::Activated plasma","Myeloid",51,445,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::Activated plasma","T_NK",51,683,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::IgA plasma","Endothelial",252,81,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::IgA plasma","Epithelial",252,40,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::IgA plasma","Mast",252,9,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::IgA plasma","Mesenchymal_stromal",252,60,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::IgA plasma","Myeloid",252,445,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::IgA plasma","T_NK",252,683,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::IgG plasma","Endothelial",294,81,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::IgG plasma","Epithelial",294,40,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::IgG plasma","Mast",294,9,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::IgG plasma","Mesenchymal_stromal",294,60,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::IgG plasma","Myeloid",294,445,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::IgG plasma","T_NK",294,683,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::Transitional B","Endothelial",4,81,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::Transitional B","Epithelial",4,40,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::Transitional B","Mast",4,9,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::Transitional B","Mesenchymal_stromal",4,60,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::Transitional B","Myeloid",4,445,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Plasma::Transitional B","T_NK",4,683,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Endothelial","B_cell::ActB3",81,14,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Endothelial","B_cell::CSM",81,186,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Endothelial","B_cell::Centroblast B",81,18,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Endothelial","B_cell::Centrocyte B",81,2,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Endothelial","B_cell::DN2",81,23,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Endothelial","B_cell::IgM-only",81,45,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Endothelial","B_cell::MZ",81,27,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Endothelial","B_cell::Naïve B",81,367,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Endothelial","Plasma::Activated plasma",81,51,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Endothelial","Plasma::IgA plasma",81,252,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Endothelial","Plasma::IgG plasma",81,294,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Endothelial","Plasma::Transitional B",81,4,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Epithelial","B_cell::ActB3",40,14,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Epithelial","B_cell::CSM",40,186,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Epithelial","B_cell::Centroblast B",40,18,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Epithelial","B_cell::Centrocyte B",40,2,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Epithelial","B_cell::DN2",40,23,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Epithelial","B_cell::IgM-only",40,45,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Epithelial","B_cell::MZ",40,27,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Epithelial","B_cell::Naïve B",40,367,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Epithelial","Plasma::Activated plasma",40,51,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Epithelial","Plasma::IgA plasma",40,252,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Epithelial","Plasma::IgG plasma",40,294,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Epithelial","Plasma::Transitional B",40,4,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mast","B_cell::ActB3",9,14,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mast","B_cell::CSM",9,186,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mast","B_cell::Centroblast B",9,18,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mast","B_cell::Centrocyte B",9,2,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mast","B_cell::DN2",9,23,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mast","B_cell::IgM-only",9,45,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mast","B_cell::MZ",9,27,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mast","B_cell::Naïve B",9,367,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mast","Plasma::Activated plasma",9,51,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mast","Plasma::IgA plasma",9,252,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mast","Plasma::IgG plasma",9,294,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mast","Plasma::Transitional B",9,4,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mesenchymal_stromal","B_cell::ActB3",60,14,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mesenchymal_stromal","B_cell::CSM",60,186,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mesenchymal_stromal","B_cell::Centroblast B",60,18,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mesenchymal_stromal","B_cell::Centrocyte B",60,2,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mesenchymal_stromal","B_cell::DN2",60,23,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mesenchymal_stromal","B_cell::IgM-only",60,45,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mesenchymal_stromal","B_cell::MZ",60,27,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mesenchymal_stromal","B_cell::Naïve B",60,367,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mesenchymal_stromal","Plasma::Activated plasma",60,51,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mesenchymal_stromal","Plasma::IgA plasma",60,252,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mesenchymal_stromal","Plasma::IgG plasma",60,294,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Mesenchymal_stromal","Plasma::Transitional B",60,4,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Myeloid","B_cell::ActB3",445,14,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Myeloid","B_cell::CSM",445,186,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Myeloid","B_cell::Centroblast B",445,18,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Myeloid","B_cell::Centrocyte B",445,2,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Myeloid","B_cell::DN2",445,23,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Myeloid","B_cell::IgM-only",445,45,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Myeloid","B_cell::MZ",445,27,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Myeloid","B_cell::Naïve B",445,367,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Myeloid","Plasma::Activated plasma",445,51,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Myeloid","Plasma::IgA plasma",445,252,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Myeloid","Plasma::IgG plasma",445,294,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"Myeloid","Plasma::Transitional B",445,4,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"T_NK","B_cell::ActB3",683,14,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"T_NK","B_cell::CSM",683,186,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"T_NK","B_cell::Centroblast B",683,18,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"T_NK","B_cell::Centrocyte B",683,2,FALSE,"low_cell_count",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"T_NK","B_cell::DN2",683,23,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"T_NK","B_cell::IgM-only",683,45,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"T_NK","B_cell::MZ",683,27,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"T_NK","B_cell::Naïve B",683,367,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"T_NK","Plasma::Activated plasma",683,51,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"T_NK","Plasma::IgA plasma",683,252,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"T_NK","Plasma::IgG plasma",683,294,TRUE,"adequate_cell_counts",20
"GSE134809","GSM3972013","GSE134809::GSM3972013","Inflamed","GSE134809::GSM3972013::Inflamed",2601,1,"T_NK","Plasma::Transitional B",683,4,FALSE,"low_cell_count",20
"GSE134809","GSM3972014","GSE134809::GSM3972014","Non-inflamed","GSE134809::GSM3972014::Non-inflamed",2064,1,"B_cell::ActB3","Endothelial",4,26,FALSE,"low_cell_count",20
"GSE134809","GSM3972014","GSE134809::GSM3972014","Non-inflamed","GSE134809::GSM3972014::Non-inflamed",2064,1,"B_cell::ActB3","Epithelial",4,74,FALSE,"low_cell_count",20
"GSE134809","GSM3972014","GSE134809::GSM3972014","Non-inflamed","GSE134809::GSM3972014::Non-inflamed",2064,1,"B_cell::ActB3","Mast",4,19,FALSE,"low_cell_count",20
